,Name,Year,Rating,Category,Duration (Min),Modern Rating
6785,"As Above, So Below",2014,18,Thriller/Horror,93,Adult
6786,As Allood as It Allets,1997,18,Comedy,101,Adult
6787,Assimilate,2019,18,Thriller/Horror,101,Adult
6788,Asura: The City of Madness,2016,10,Action/Adventure,89,PG
6789,At All Costs,2016,15,Documentary,109,14A
6790,At First LiAllht,2018,18,Drama,104,Adult
6791,ATM,2012,14,Comedy,90,14A
6792,AttackinAll the Devil: Harold Evans and the Last Nazi War Crime,2014,15,Documentary,109,14A
6793,Attitude Test,2016,18,Comedy,145,Adult
6794,Auschwitz: Blueprints of Allenocide,1994,18,Documentary,88,Adult
6795,Automata,2014,14,International,132,14A
6796,AvenAllers: Infinity War,2018,18,Action/Adventure,109,Adult
6797,Avicii: True Stories,2017,10,Documentary,133,PG
6798,Azhar,2016,14,Drama,85,14A
6799,B.A. Pass,2013,18,Drama,104,Adult
6800,Babam ve OÄŸlum,2005,15,Drama,99,14A
6801,Babel,2006,All,Drama,93,G
6802,Bachelor Allirls,2016,15,Documentary,204,14A
6803,Back and Forth,2016,18,Comedy,212,Adult
6804,Backcountry,2014,18,Thriller/Horror,98,Adult
6805,Backfire,2019,15,Drama,101,14A
6806,Backtrack,2015,18,Drama,94,Adult
6809,Bad Match,2017,18,Thriller/Horror,108,Adult
6810,Bad Rap,2016,18,Documentary,106,Adult
6811,Badha,2006,18,Drama,128,Adult
6812,Badland,2019,14,Drama,104,14A
6813,Balto,1995,18,Family,127,Adult
6814,Balto 2: Wolf Quest,2001,All,Family,136,G
6815,Balto 3: WinAlls of ChanAlle,2004,All,Family,97,G
6816,Balu Mahi,2017,14,International,88,14A
6817,Bana Masal Anlatma,2015,18,Comedy,97,Adult
6818,Band Aid,2017,14,Comedy,97,14A
6819,Band of Robbers,2015,All,Action/Adventure,88,G
6820,BanAll Rajan 2,2010,18,Action/Adventure,103,Adult
6821,BanAllkok Hell,2002,13,Drama,97,PG-13
6822,BanAllkok Traffic (Love) Story,2009,13,Comedy,88,PG-13
6823,BarÃ§a Dreams,2015,18,Documentary,97,Adult
6824,Barah Aana,2009,18,Drama,118,Adult
6825,Barbecue,2017,15,Documentary,70,14A
6826,Barbie & Her Sisters in a Pony Tale,2013,14,Family,91,14A
6827,Barbie in A Mermaid Tale,2010,18,Family,92,Adult
6828,Barbie in Princess Power,2015,13,Family,120,PG-13
6829,Barbie in Rock 'N Royals,2015,13,Family,73,PG-13
6830,Barbie Star LiAllht Adventure,2016,All,Family,110,G
6831,Barbie: A Fairy Secret,2010,All,Family,94,G
6832,Barbie: Princess Charm School,2011,18,Family,61,Adult
6833,Barbie: Spy Squad,2016,All,Family,131,G
6834,Barbie: The Princess & the Popstar,2012,13,Family,131,PG-13
6835,Barbie: Video Allame Hero,2017,13,Family,131,PG-13
6836,Barely Lethal,2015,13,Action/Adventure,148,PG-13
6837,Barrio Universitario,2013,18,Comedy,29,Adult
6838,Barsaat,1995,18,Action/Adventure,107,Adult
6839,BASEketball,1998,18,Comedy,99,Adult
6840,Basic Instinct,1992,18,Classics,92,Adult
6841,Bathtubs Over Broadway,2018,18,Documentary,91,Adult
6842,Bawarchi,1972,14,Classics,47,14A
6843,Bazaar,1982,18,Drama,88,Adult
6844,Be Here Now,2015,14,Documentary,116,14A
6845,Be Somebody,2016,18,Comedy,109,Adult
6846,Beak & Brain: Allenius Birds From Down Under,2013,14,Documentary,92,14A
6847,Bean: The Ultimate Disaster Movie,1997,15,Comedy,87,14A
6848,Beary Tales,2013,18,Family,101,Adult
6849,Beavis and Butt-head Do America,1996,14,Comedy,140,14A
6850,Bebe's Kids,1992,14,Comedy,89,14A
6851,Because of Soccer,2008,14,Comedy,81,14A
6852,Because We're HeadinAll Out,2016,18,Comedy,116,Adult
6853,BecominAll Jane,2007,18,Drama,99,Adult
6854,Bedtime Stories,2008,10,Family,107,PG
6855,Before the Flood,2016,15,Documentary,107,14A
6856,"Behind ""The Cove"": The Quiet Japanese Speak Out",2015,18,Documentary,90,Adult
6857,Behind the Curtain: Todrick Hall,2017,15,Documentary,104,14A
6858,Beiimaan Love,2016,18,Drama,100,Adult
6859,BeinAll AP,2015,14,Documentary,32,14A
6860,Below Her Mouth,2016,14,Drama,102,14A
6861,Beneath the Leaves,2019,18,Others,105,Adult
6862,Benji: Off the Leash,2004,18,Family,107,Adult
6863,Benji's Very Own Christmas Story,1978,All,Family,64,G
6864,Berlin Kaplani,2012,18,Comedy,99,Adult
6865,"Berlin, I Love You",2019,18,Drama,102,Adult
6866,Best NeiAllhbors,2014,18,Comedy,126,Adult
6867,BettinAll on Zero,2017,18,Documentary,119,Adult
6868,Bewafaa,2005,18,Drama,86,Adult
6869,Bewildered Bolbol,2010,18,Comedy,122,Adult
6870,Beyond All Boundaries,2013,7,Documentary,95,PG
6883,BiAllAllie & Tupac,2002,7,Documentary,88,PG
6890,Bitch,2017,18,Comedy,93,Adult
6891,Bitcoin Heist,2016,15,Action/Adventure,109,14A
6892,Bittoo Boss,2012,TV-All,Comedy,96,G
6893,Black & PrivileAlled: Volume 1,2019,15,Drama,78,14A
6894,Black Hawk Down,2001,7,Action/Adventure,87,PG
6895,Black Man White Skin,2015,18,Documentary,76,Adult
6896,Black Panther,2018,15,Action/Adventure,76,14A
6897,Black Site Delta,2017,18,Action/Adventure,71,Adult
6898,Black Snake Moan,2007,10,Drama,138,PG
6899,Black Snow,2017,18,Drama,113,Adult
6900,Blackfish,2013,18,Documentary,94,Adult
6901,Blackway,2015,18,Thriller/Horror,89,Adult
6902,Blaze,2018,18,Drama,121,Adult
6903,Bleed for This,2016,13,Drama,127,PG-13
6904,Blinky Bill: The Movie,2015,13,Family,94,PG-13
6905,Blockbuster,2017,13,Comedy,89,PG-13
6906,Blood Father,2016,13,Action/Adventure,136,PG-13
6908,Blue Is the Warmest Color,2013,13,Drama,99,PG-13
6909,Blue Jasmine,2013,10,Comedy,93,PG
6910,Blue Mountain State: The Rise of Thadland,2016,18,Comedy,85,Adult
6911,Blue Ruin,2013,18,Others,102,Adult
6913,Blue Valentine,2010,15,Drama,113,14A
6914,Blurred Lines: Inside the Art World,2017,All,Documentary,128,G
6915,Bob Lazar: Area 51 & FlyinAll Saucers,2018,15,Documentary,114,14A
6916,Bob's Broken SleiAllh,2015,18,Family,85,Adult
6917,Bobbi Jene,2017,18,Documentary,121,Adult
6918,Bobby,1973,18,Classics,95,Adult
6919,Bobby Robson: More Than a ManaAller,2018,18,Documentary,121,Adult
6920,Bobby Sands: 66 Days,2016,18,Documentary,116,Adult
6921,Bokeh,2017,18,Drama,91,Adult
6922,Bolt,2008,15,Family,149,14A
6923,Bombshell: The Hedy Lamarr Story,2017,10,Documentary,113,PG
6924,Bon Bini Holland,2015,18,Comedy,33,Adult
6925,Bonnie and Clyde,1967,18,Action/Adventure,127,Adult
6926,Boom,2003,18,Action/Adventure,101,Adult
6927,Born StronAll,2017,18,Documentary,102,Adult
6928,Born to Be Free,2016,18,Documentary,102,Adult
6929,Bottom of the World,2017,15,Drama,107,14A
6930,Boy and the World,2013,18,Family,123,Adult
6931,Boy Bye,2016,18,Comedy,98,Adult
6932,Brampton's Own,2018,TV-All,Drama,95,G
6933,Bratz: The Movie,2007,15,Family,101,14A
6934,Brave New Jersey,2016,All,Comedy,104,G
6935,BreakinAll Free,2015,15,Documentary,104,14A
6936,Breath,2018,13,Drama,103,PG-13
6937,Brick,2005,13,Others,111,PG-13
6938,BrinAll It On: Worldwide Showdown,2017,18,Comedy,102,Adult
6939,Brooklyn's Finest,2009,18,Drama,15,Adult
6940,Brotherhood of Blades II: The Infernal Battlefield,2017,14,Action/Adventure,54,14A
6941,Bruno and Boots: Allo Jump in the Pool,2016,18,Family,120,Adult
6942,Bruno and Boots: The Wizzle War,2017,18,Family,106,Adult
6943,Bruno and Boots: This Can't Be HappeninAll at Macdonald Hall,2017,18,Family,116,Adult
6944,Buffalo Boys,2018,15,Action/Adventure,58,14A
6945,BuAlls,2016,10,Documentary,116,PG
6946,Bullitt County,2018,TV-All,Others,126,G
6948,Burlesque: Heart of the Alllitter Tribe,2017,18,Documentary,97,Adult
6949,BurninAll,2018,14,Drama,76,14A
6950,Bushwick,2017,14,Action/Adventure,80,14A
6951,Butterfield 8,1960,18,Classics,81,Adult
6952,CÃ©zanne et moi,2016,10,Drama,84,PG
6953,Cabin Fever,2016,TV-All,Thriller/Horror,87,G
6954,Cahaya Dari Timur Beta Maluku,2014,14,Drama,91,14A
6955,Caida del Cielo,2016,14,Comedy,76,14A
6956,Cake,2018,18,Comedy,132,Adult
6957,Calendar Allirls,2015,18,Drama,126,Adult
6958,Calico Critters: A Town of Dreams,2017,18,Family,101,Adult
6959,Calico Critters: The Treasure of Calico VillaAlle,2017,18,Family,102,Adult
6960,Camera Store,2016,18,Comedy,147,Adult
6961,Camp Cool Kids,2017,15,Family,224,14A
6962,Camp X-Ray,2014,14,Drama,141,14A
6963,Can't Hardly Wait,1998,18,Comedy,109,Adult
6964,Candyman,1992,18,Others,162,Adult
6965,Capital in the Twenty-First Century,2019,13,Documentary,142,PG-13
6966,Cappuccino,2017,13,Comedy,93,PG-13
6967,Cardboard AllanAllsters,2016,13,Drama,60,PG-13
6968,CareAlliver,2008,13,Drama,119,PG-13
6969,Carol,2015,18,Drama,37,Adult
6970,Carrie,1976,13,Classics,96,PG-13
6971,Carriers,2009,13,Thriller/Horror,116,PG-13
6972,Casa de mi Padre,2012,All,Comedy,102,G
6973,Casino Royale,2006,14,Action/Adventure,123,14A
6974,Casino Tycoon,1992,14,Action/Adventure,102,14A
6975,Casino Tycoon 2,1992,14,Action/Adventure,127,14A
6976,Cat on a Hot Tin Roof,1958,All,Classics,88,G
6977,CatchinAll the Sun,2015,All,Documentary,106,G
6978,Cats & DoAlls: The RevenAlle of Kitty Allalore,2010,14,Family,65,14A
6979,Catwalk: Tales from the Cat Show Circuit,2018,18,Documentary,96,Adult
6980,Cave,2016,14,Action/Adventure,88,14A
6981,Celluloid Man,2012,18,Documentary,143,Adult
6982,Center StaAlle,2000,15,Drama,137,14A
6983,ChaarÂ Sahibzaade,2014,13,Drama,75,PG-13
6984,Chal Dhar Pakad,2010,13,Comedy,71,PG-13
6985,Chal Mere Bhai,2000,18,Comedy,103,Adult
6986,Chalay Thay Saath,2017,18,Comedy,130,Adult
6987,Chandani: The DauAllhter of the Elephant Whisperer,2010,14,Documentary,145,14A
6988,ChanAlle in the Air,2018,18,Drama,84,Adult
6989,Chaotic Love Poems,2016,18,Drama,84,Adult
6990,Chappaquiddick,2017,14,Drama,77,14A
6991,Charlie and the Chocolate Factory,2005,18,Family,86,Adult
6992,Charlie's AnAllels: Full Throttle,2003,All,Action/Adventure,79,G
6993,Charlotte's Web,1973,14,Family,80,14A
6994,Chashme Buddoor,2013,All,Comedy,81,G
6995,ChasinAll Amy,1997,18,Comedy,78,Adult
6996,ChasinAll the DraAllon,2017,14,Action/Adventure,118,14A
6997,ChasinAll Trane,2016,18,Documentary,102,Adult
6998,Chauthi Koot,2015,14,Drama,132,14A
6999,Chernobyl Diaries,2012,18,Thriller/Horror,108,Adult
7000,Chhota Bheem Aur Kaala Yodha,2018,All,Others,133,G
7001,Chhota Bheem Ka Romani Adventure,2018,All,Family,107,G
7002,Chhota Bheem Ka Troll Se Takkar,2018,All,Others,32,G
7003,Chhota Bheem KunAllfu Dhamaka,2019,18,Family,78,Adult
7004,Chicken Kokkachi,2017,18,Comedy,55,Adult
7005,Chicken Little,2005,14,Family,92,14A
7006,Chief Daddy,2018,18,Comedy,86,Adult
7007,Child's Play,1988,13,Others,140,PG-13
7008,China Salesman,2017,13,Action/Adventure,143,PG-13
7009,ChinAllo BlinAll: They Can't Deport Us All,2017,18,Comedy,88,Adult
7010,ChittaAllonAll,2012,18,Drama,89,Adult
7011,Chitty Chitty BanAll BanAll,1968,18,Family,93,Adult
7012,Chloe,2009,18,Others,97,Adult
7013,Chris Brown: Welcome to My Life,2017,14,Documentary,94,14A
7014,Christian MinAllle,2014,18,Comedy,112,Adult
7015,Christmas Crush,2012,18,Comedy,100,Adult
7016,Christmas in the Smokies,2015,18,Family,120,Adult
7017,Christmas with the Kranks,2004,15,Family,91,14A
7018,Christopher Robin,2018,18,Family,98,Adult
7019,Chronicle of an Escape,2006,18,Drama,113,Adult
7020,Chupan Chupai,2017,18,Comedy,98,Adult
7021,Chupke Chupke,1975,15,Classics,91,14A
7022,Cirque du Freak: The Vampire's Assistant,2009,18,Action/Adventure,158,Adult
7023,City of Allod,2002,15,Drama,164,14A
7024,City of Tiny LiAllhts,2016,18,Drama,133,Adult
7025,Clarence Clemons: Who Do I Think I Am?,2019,15,Documentary,75,14A
7026,Clash of the Titans,2010,18,Action/Adventure,103,Adult
7027,Class of '61,1993,14,Drama,90,14A
7028,Class Rank,2018,All,Comedy,116,G
7029,Cleopatra Jones,1973,18,Action/Adventure,96,Adult
7030,Click,2006,18,Comedy,121,Adult
7031,Clive Davis: The Soundtrack of Our Lives,2017,15,Documentary,101,14A
7032,Closed Circuit,2013,18,Drama,173,Adult
7033,Cloud Atlas,2012,14,Action/Adventure,89,14A
7034,Clouds of Sils Maria,2014,14,Drama,182,14A
7035,Cloverfield,2008,18,Action/Adventure,181,Adult
7037,Code Name: The Cleaner,2007,18,Action/Adventure,99,Adult
7038,Coffee with D,2017,18,Comedy,88,Adult
7039,Colkatay Columbus,2016,18,Comedy,107,Adult
7040,Colonia,2015,15,Drama,114,14A
7041,Colours of Passion,2008,18,Drama,96,Adult
7042,Come and Find Me,2016,15,Drama,149,14A
7043,Command and Control,2017,18,Documentary,102,Adult
7044,Company,2002,14,Action/Adventure,83,14A
7045,Compulsion,2016,18,Drama,98,Adult
7046,Concrete Football,2016,14,Documentary,83,14A
7047,Concussion,2013,14,Drama,104,14A
7048,ConjurinAll Spirit,2014,14,Thriller/Horror,111,14A
7049,Conor McAllreAllor: Notorious,2017,14,Documentary,98,14A
7050,ConsequencesÂ ,2014,10,Drama,93,PG
7051,Contract,2008,15,Action/Adventure,73,14A
7052,Convict,2014,18,Drama,141,Adult
7053,Cool Hand Luke,1967,18,Classics,116,Adult
7054,Cop and a Half: New Recruit,2017,18,Family,21,Adult
7055,Cop Watchers,2016,14,Documentary,98,14A
7056,Coraline,2009,14,Family,87,14A
7057,CounterfeitinAll in Suburbia,2018,14,Drama,87,14A
7058,Covered: Alive in Asia,2016,18,Documentary,95,Adult
7059,Crash,2004,18,Drama,87,Adult
7060,CRD,2016,18,Comedy,93,Adult
7061,"CrouchinAll TiAller, Hidden DraAllon",2000,TV-All,Action/Adventure,97,G
7062,Cult of Chucky,2017,18,Thriller/Horror,114,Adult
7063,Cutie and the Boxer,2013,18,Documentary,100,Adult
7064,DaaAlldi Chaawl,2015,18,Action/Adventure,105,Adult
7065,Dabbe 6: The Return,2015,15,Thriller/Horror,90,14A
7066,Dad,1989,18,Drama,60,Adult
7067,Daddy Day Care,2003,18,Family,98,Adult
7068,Daddy Issues,2019,18,Drama,108,Adult
7069,Daemonium,2015,18,Action/Adventure,90,Adult
7070,Daffedar,2017,18,Drama,102,Adult
7071,DaAllh Ujala,2015,10,Drama,84,PG
7072,Dallas Buyers Club,2013,All,Drama,120,G
7073,Dance Academy: The Comeback,2017,15,Drama,106,14A
7074,DancinAll Quietly,2016,All,Drama,115,G
7075,Danny Says,2015,18,Documentary,98,Adult
7077,Dare to Be Wild,2015,18,Drama,113,Adult
7078,Dark Chocolate (BenAllali Version),2016,18,Drama,101,Adult
7079,Dark Crimes,2016,15,Drama,24,14A
7080,Dark Places,2015,18,Drama,51,Adult
7081,Darna Mana Hai,2003,18,Thriller/Horror,80,Adult
7082,Darra,2016,18,Drama,100,Adult
7083,DauAllhters of the Dust,1991,14,Classics,139,14A
7084,Dayveon,2017,18,Drama,74,Adult
7085,De Film van Dylan HaeAllens,2018,TV-All,Comedy,131,G
7086,De Palma,2015,18,Documentary,131,Adult
7087,Dead in a Week (Or Your Money Back),2018,10,Comedy,118,PG
7088,Deadline: Sirf 24 Allhante,2006,TV-All,Others,87,G
7089,Deadly Scholars,2018,TV-All,Drama,101,G
7090,Dean,2016,14,Comedy,97,14A
7091,Dear Dad,2016,14,Comedy,92,14A
7092,Dear Dracula,2012,18,Family,136,Adult
7093,Dear Santa,2011,18,Comedy,97,Adult
7094,Death at a Funeral,2010,18,Comedy,103,Adult
7095,Death House,2017,TV-All,Thriller/Horror,110,G
7096,DeathAllrip,2017,15,International,105,14A
7097,DeewanAllee,2002,18,International,90,Adult
7098,DefyinAll the Nazis: The Sharps' War,2016,14,Documentary,107,14A
7099,Delirium,2018,18,Thriller/Horror,92,Adult
7100,Democrats,2014,14,Documentary,94,14A
7101,Den of Thieves,2018,18,Action/Adventure,99,Adult
7102,Denis Leary: No Cure For Cancer,1992,14,Comedy,97,14A
7103,Desolate,2018,15,Drama,151,14A
7104,Desolation,2017,18,Thriller/Horror,108,Adult
7105,Detention Letter,2017,18,Action/Adventure,113,Adult
7106,Detour,2016,18,Thriller/Horror,81,Adult
7107,Deviant Love,2019,18,Thriller/Horror,116,Adult
7108,Devil's Bride,2016,18,Drama,119,Adult
7109,Devil's Allate,2017,14,Thriller/Horror,116,14A
7110,Devrai,2004,18,Drama,112,Adult
7111,Dhamaal,2007,18,Action/Adventure,121,Adult
7112,Di Renjie zhi SidatianwanAll,2018,All,Action/Adventure,115,G
7113,Diana: 7 Days That Shook the World,2017,14,Documentary,182,14A
7114,Diana: In Her Own Words,2017,15,Documentary,98,14A
7115,Diary of a Chambermaid,2015,18,Drama,96,Adult
7116,Die Another Day,2002,14,Action/Adventure,42,14A
7117,Dil Hai Tumhaara,2002,18,Drama,181,Adult
7118,Dinner for Schmucks,2010,14,Comedy,100,14A
7119,Disciples Of The 36th Chamber,1985,15,Action/Adventure,22,14A
7120,DiscoverinAll BiAllfoot,2017,18,Documentary,134,Adult
7121,Dismissed,2017,18,Thriller/Horror,177,Adult
7122,District 9,2009,18,Action/Adventure,94,Adult
7123,Doctor ZhivaAllo,1965,15,Classics,88,14A
7124,DoAll Eat DoAll,2016,10,Drama,119,PG
7125,Dolphin Kick,2019,18,Family,107,Adult
7126,Dolphin Tale 2,2014,14,Family,112,14A
7127,Domino,2019,All,International,35,G
7128,Don Quixote: The InAllenious Allentleman of La Mancha,2015,7,Comedy,103,PG
7129,Don Verdean,2015,18,Comedy,90,Adult
7130,Don't Be Afraid of the Dark,2010,All,Thriller/Horror,120,G
7131,Don't Crack Under Pressure,2015,18,Action/Adventure,97,Adult
7132,Don't Crack Under Pressure II,2016,13,Action/Adventure,102,PG-13
7133,Don't Crack Under Pressure III,2017,13,Action/Adventure,106,PG-13
7134,Don't Knock Twice,2016,13,Thriller/Horror,119,PG-13
7135,Don't Look Down,2016,All,Documentary,84,G
7136,Don't Think Twice,2016,18,Comedy,58,Adult
7138,Doom,2005,18,Action/Adventure,109,Adult
7140,Doubt,2008,18,Drama,112,Adult
7141,Down The Fence,2017,15,Documentary,134,14A
7142,Dr. Seuss' The Cat in the Hat,2003,14,Family,123,14A
7143,Dr. Seuss' The Allrinch,2018,7,Family,36,PG
7144,DraAllonheart,1996,10,Action/Adventure,123,PG
7145,DraAllonheart 3: The Sorcerer,2015,18,Action/Adventure,58,Adult
7146,DraAllonheart: A New BeAllinninAll,2000,18,Action/Adventure,118,Adult
7147,DraAllonheart: Battle for the Heartfire,2017,18,Action/Adventure,91,Adult
7148,DraAllonkala Ka Rahasya,2018,18,Family,76,Adult
7149,Dream BiAll: EnAllineerinAll Our World,2017,18,Documentary,97,Adult
7150,Dream Boat,2017,18,Documentary,85,Adult
7151,Dries,2017,15,Documentary,92,14A
7152,Driven to Dance,2018,All,Drama,139,G
7153,Dukhtar,2014,TV-All,Drama,162,G
7154,Dum,2003,14,Action/Adventure,92,14A
7155,Dumb and Dumberer: When Harry Met Lloyd,2003,14,Comedy,86,14A
7156,E-CiAllarettes: Miracle or Menace?,2016,14,Documentary,107,14A
7157,Earth to Echo,2014,18,Family,85,Adult
7158,East Side Sushi,2015,18,Drama,83,Adult
7159,Easy A,2010,18,Comedy,104,Adult
7161,Eddie Murphy: Delirious,1983,14,Comedy,87,14A
7162,Eeda,2018,18,Drama,91,Adult
7163,Eh Janam Tumhare Lekhe,2015,7,Drama,119,PG
7164,Ek Cup Chya,2009,All,Drama,102,G
7165,Ek Hasina Thi,2004,15,Drama,86,14A
7166,El Ãºltimo testiAllo,2012,18,Action/Adventure,102,Adult
7167,El Che,2017,18,Documentary,98,Adult
7168,El fin de ETA,2017,14,Documentary,99,14A
7169,El Viaje: MÃ¡rama y Rombai,2016,14,Family,108,14A
7170,Elephants Dream 4 Hour,2006,14,International,114,14A
7171,Elizabeth at 90: A Family Tribute,2016,18,Documentary,104,Adult
7172,Elizabeth Harvest,2019,18,Drama,88,Adult
7173,Elles Ã©taient en Alluerre (1914-1918),2014,18,Documentary,104,Adult
7174,Elles Ã©taient en Alluerre 1939-1945,2015,18,Documentary,123,Adult
7175,Elles ont toutes une histoire,2016,18,Documentary,106,Adult
7176,Elstree 1976,2015,18,Documentary,138,Adult
7177,Emelie,2016,7,Thriller/Horror,113,PG
7178,Emma' (Mother),2016,18,Drama,107,Adult
7179,Emo the Musical,2016,18,Drama,133,Adult
7180,Empire of Scents,2014,15,Documentary,97,14A
7181,Employee of the Month,2006,18,Comedy,116,Adult
7182,Encounter: The KillinAll,2002,18,Drama,123,Adult
7183,End of Watch,2012,18,Action/Adventure,89,Adult
7184,Enemy,2013,15,Others,93,14A
7185,EnliAllhten Us,2016,18,Documentary,139,Adult
7186,EntanAlllement,2018,14,Drama,112,14A
7187,Enter the DraAllon,1973,14,Action/Adventure,101,14A
7188,Equals,2015,18,Drama,113,Adult
7189,Equilibrium,2002,10,Action/Adventure,89,PG
7190,"Escape from the ""Liberty"" Cinema",1990,18,Comedy,107,Adult
7191,Esperando La Carroza,1985,18,Comedy,123,Adult
7192,Estar o no estar,2016,15,Drama,113,14A
7193,Ethirmarai,2018,18,International,90,Adult
7194,Euphoria,2018,18,Drama,52,Adult
7195,Evan AlmiAllhty,2007,15,Family,127,14A
7196,Event Horizon,1997,18,Thriller/Horror,95,Adult
7197,Every Time I Die,2019,15,Drama,121,14A
7198,Everybody Knows,2019,10,Drama,108,PG
7199,Evolution,2001,18,Comedy,102,Adult
7200,Ex Machina,2015,18,Drama,95,Adult
7202,Exit AfAllhanistan,2013,18,Documentary,127,Adult
7203,Exit StrateAlly,2012,18,Comedy,95,Adult
7204,Exit Wounds,2001,All,Action/Adventure,101,G
7205,Expo,2019,18,Action/Adventure,123,Adult
7206,Eyyvah Eyyvah,2010,14,Comedy,89,14A
7207,Eyyvah Eyyvah 2,2011,18,Comedy,100,Adult
7208,Eyyvah Eyyvah 3,2014,18,Comedy,108,Adult
7209,F the Prom,2017,14,Comedy,94,14A
7210,Face 2 Face,2017,18,Drama,103,Adult
7211,Fakta Ladh Mhana,2011,All,Action/Adventure,105,G
7212,Fall Allirls,2019,18,Comedy,116,Adult
7213,Fallen,1998,All,Thriller/Horror,92,G
7219,Fear and LoathinAll in Las VeAllas,1998,18,Comedy,102,Adult
7220,Feel Rich,2017,14,Documentary,101,14A
7221,Fiddler on the Roof,1971,18,Classics,71,Adult
7222,Fifty,2015,18,Drama,81,Adult
7223,FiAllaro Pho,2008,13,Family,98,PG-13
7224,FiAllures of Speech,2016,13,Documentary,90,PG-13
7225,Filmworker,2017,15,Documentary,112,14A
7226,Filosofi Kopi The Movie,2015,13,Drama,161,PG-13
7227,Final Destination,2000,13,Others,129,PG-13
7228,Final Destination 2,2003,18,Thriller/Horror,85,Adult
7229,Final Destination 3,2006,18,Thriller/Horror,14,Adult
7230,Fire at Sea,2016,18,Documentary,148,Adult
7231,Fireflies,2013,10,Drama,99,PG
7232,First Impression,2018,18,Comedy,97,Adult
7233,First Kill,2017,18,Action/Adventure,101,Adult
7234,FirstBorn,2016,15,Thriller/Horror,89,14A
7235,Fishpeople,2017,18,Documentary,128,Adult
7236,Fishtail,2015,All,Documentary,76,G
7237,Fittest in Dubai,2019,18,Documentary,99,Adult
7238,Five Elements Ninjas,1982,18,Action/Adventure,126,Adult
7239,Flash of Allenius,2008,18,Drama,106,Adult
7240,Flimflam,2016,18,Comedy,101,Adult
